target,inputs,rho,R2,NRMSE,is_baseline
HPT_eff_mod,Nc+T24+T30,0.5839690557366879,0.7475545017593298,0.502439546851828,False
HPT_eff_mod,Wf+Nf+P21,0.5835669275301067,0.2313438898660144,0.8767303520090916,False
HPT_eff_mod,T24+P15+P24,0.5827893170337881,0.3691419030184362,0.7942657596683643,False
HPT_eff_mod,Nf+T48+T50,0.5788748280062592,0.36077212060557007,0.7995172789842819,False
HPT_eff_mod,Wf+Nc+T30,0.576167299755261,0.7483247747818084,0.5016724282021005,False
HPT_eff_mod,T24+T30+Ps30,0.5755907070842027,0.5940252265240138,0.6371614971700552,False
HPT_eff_mod,T24+T30+P40,0.5721164938709705,0.6661525286081506,0.5777953542491057,False
HPT_eff_mod,Nc+P15+P21,0.5686408967560829,0.6441029664401319,0.5965710632941127,False
HPT_eff_mod,Nc+P21+P24,0.5670119376174193,0.7212520160141976,0.5279658928243399,False
HPT_eff_mod,Wf+P15+P40,0.5661459327487504,0.43902604577476,0.7489819451931002,False
HPT_eff_mod,T24+P15+Ps30,0.5651390975966367,0.43937982494523664,0.7487457345820164,False
HPT_eff_mod,Nc+T24+P24,0.5641151877907838,0.7297775789831864,0.5198292229346227,False
HPT_eff_mod,Wf+Ps30+P40,0.5639135304960603,0.3772035001663727,0.7891745686688258,False
HPT_eff_mod,Wf+T30+P40,0.5635466838439473,0.7116845762211886,0.5369501129330466,False
HPT_eff_mod,Nc+T30+Ps30,0.5634668330852425,0.6500047145330617,0.5916039937888674,False
HPT_eff_mod,Wf+Nc+T24,0.5625614131481419,0.753753354558941,0.49623245101570995,False
HPT_eff_mod,Nc+T30+P40,0.5582944265566929,0.6678137175802551,0.5763560378964941,False
HPT_eff_mod,T30+P24+P50,0.5581694621253508,0.5279053514796517,0.6870914411636551,False
HPT_eff_mod,Nc+P21+Ps30,0.5577392292072905,0.604399165615671,0.6289680710372579,False
HPT_eff_mod,T24+P15+P21,0.5571051468078515,0.3422947974603263,0.8109902604468651,False
HPT_eff_mod,Nf+Nc+T30,0.5570044044561954,0.7336365704601311,0.5161040878930033,False
HPT_eff_mod,T24+P21+Ps30,0.5568822922456728,0.43660498918602364,0.7505964367181451,False
HPT_eff_mod,Nc+P40+P50,0.5531287735920987,0.7284704874820936,0.5210849379111878,False
HPT_eff_mod,Nc+P24+Ps30,0.5531185795050727,0.6804638223363837,0.5652753113869528,False
HPT_eff_mod,Nf+T24+T50,0.5527395470931356,0.35680363592374253,0.8019952394349095,False
HPT_eff_mod,Wf+Nf+Nc,0.5504613783118725,0.7544757114425696,0.49550407521778306,False
HPT_eff_mod,Wf+Nc+P15,0.5473801103711476,0.7150090171564153,0.5338454671940044,False
HPT_eff_mod,T24+P15+P40,0.5472828069082409,0.326333869460274,0.8207716677247858,False
HPT_eff_mod,T24+T30+P21,0.5460120383177476,0.5717321601298786,0.6544217599301857,False
HPT_eff_mod,Wf+Nc+P21,0.5443219300050609,0.7377480942683466,0.5121053658493078,False
HPT_eff_mod,Wf+Nc+Ps30,0.5435789498304188,0.7028983691345518,0.5450702990123826,False
HPT_eff_mod,T30+P21+P24,0.5394583167940877,0.5962327463067976,0.6354268279614912,False
HPT_eff_mod,T30+Ps30+P40,0.538619894774651,0.45634630185498826,0.7373287585229616,False
HPT_eff_mod,Wf+Nc+P24,0.5363104685811425,0.7269696751881771,0.5225230375895621,False
